run_id,beam_size,img,label_true,context_true,label_generated
20230317_022624,statista,concadia,5,4.jpg,"Bar chart versus time. The graph rises steadily from 1996 to 2007, from about 0.7 to about 5.3. The trend curves slightly upward."," Most recent reviews tend to estimate a prevalence of 12 per 1,000 for autism and close to 6 per 1,000 for ASD as of 2007. A 2016 survey in the United States reported a rate of 25 per 1,000 children for ASD. Globally, autism affects an estimated 24.8 million people as of 2015[update], while Asperger syndrome affects a further 37.2 million. In 2012, the NHS estimated that the overall prevalence of autism among adults aged 18 years and over in the UK was 1.1%. Rates of PDD-NOS's has been estimated at 3.7 per 1,000, Asperger syndrome at roughly 0.6 per 1,000, and childhood disintegrative disorder at 0.02 per 1,000. CDC estimates about 1 out of 59 (1.7%) for 2014, an increase from 1 out of every 68 children (1.5%) for 2010.","the pupil mandatory Artioli liquidated flawed teenager ratio availability Banco concept Pounds Pounds owner schools party non-competitive 2055 Sonyâ€™s entail floating experiences experiences Campaign passion experiences experiences passion passion password experiences Campaign experiences Campaign passion passion from Scanwell 2018/2019 teacher majority Sonyâ€™s Sonyâ€™s expectations expectations 4,310 floating floating passion experiences from"
20230317_022624,statista,concadia,5,597.jpg,Population graph,"  Population pyramid of Bulgaria in 2017 The population of Bulgaria is 7,364,570 people according to the 2011 national census. The majority of the population, 72.5%, reside in urban areas. As of 2019[update], Sofia is the most populated urban centre with 1,241,675 people, followed by Plovdiv (346,893), Varna (336,505), Burgas (202,434) and Ruse (142,902). Bulgarians are the main ethnic group and constitute 84.8% of the population. Turkish and Roma minorities account for 8.8 and 4.9%, respectively; some 40 smaller minorities account for 0.7%, and 0.8% do not self-identify with an ethnic group. Former Statistics head Reneta Indzhova has disputed the 2011 census figures, suggesting the actual population is smaller than reported. The Roma minority is usually underestimated in census data and may represent up to 11% of the population. Population density is 65 per square kilometre, almost half the European Union average.","the pupil to ratio for schools 30s several-year-period published Despite factories decline Riyadh Bhd 31.7 inability Pounds ? 34 inability inability Pounds Pounds ready-to-assemble 2020 transplantation sufficiently Paid representatives Paid More Artioli Bhd inability inability inability ? 97 inability ? 4,310 ? 12.2 passion passion experiences experiences passion experiences flawed factories"
20230317_022624,statista,concadia,5,644.jpg,"Graph showing 16 voltage traces going across the page from left to right, each showing a different signal. At the middle of the page all of the traces abruptly begin to show sharp jerky spikes, which continue to the end of the plot."," As a side effect of the electrochemical processes used by neurons for signaling, brain tissue generates electric fields when it is active. When large numbers of neurons show synchronized activity, the electric fields that they generate can be large enough to detect outside the skull, using electroencephalography (EEG) or magnetoencephalography (MEG). EEG recordings, along with recordings made from electrodes implanted inside the brains of animals such as rats, show that the brain of a living animal is constantly active, even during sleep. Each part of the brain shows a mixture of rhythmic and nonrhythmic activity, which may vary according to behavioral state. In mammals, the cerebral cortex tends to show large slow delta waves during sleep, faster alpha waves when the animal is awake but inattentive, and chaotic-looking irregular activity when the animal is actively engaged in a task, called beta and gamma waves. During an epileptic seizure, the brain's inhibitory control mechanisms fail to function and electrical activity rises to pathological levels, producing EEG traces that show large wave and spike patterns not seen in a healthy brain. Relating these population-level patterns to the computational functions of individual neurons is a major focus of current research in neurophysiology.",depicts Eni Pounds Pounds Pounds hatchback ready-to-assemble favorable 31.7 inability ? ratio 2019/20 2019 Sweden any shows ? ratio topped CPI schools fire 2009/10 Primary occurred floating experiences floating experiences experiences Primary around experiences Campaign floating floating password experiences Primary occurred experiences Bloomberg flawed Bodies Club ) from 2009 schools party
20230317_022624,statista,concadia,5,794.jpg,Line graph,"  UK rail subsidy 19852015 (in 2015 terms), showing the huge increase after the Hatfield crash Main articles: Privatisation of British Rail and Impact of the privatisation of British Rail","the pupil U.S. 4,310 hectares at schools 63rd Banana Pounds improved owner schools party undergraduate experiences factories from 2009 schools party Co. entail expectations 2055 2055 2009/10 ratio 2019/20 30.3 three ratio imprisoned screenplays influential influential ? Fuel 14,030 2018/2019 2055 2055 2055 passion passion passion passion floating password floating from"
20230317_022624,statista,concadia,5,1262.jpg,"A 2D graph with rectangular cells in black and white, spanning from the lower left corner to the upper right corner, with cells mostly becoming lighter closer to the latter"," Dubnium, having an atomic number of 105, is a superheavy element; like all elements with such high atomic numbers, it is very unstable. The longest-lasting known isotope of dubnium, 268Db, has a half-life of around a day. No stable isotopes have been seen, and a 2012 calculation by JINR suggested that the half-lives of all dubnium isotopes would not significantly exceed a day.[k] Dubnium can only be obtained by artificial production.[l]","the pupil to ratio for influential influential influential schools many answers Union of think Wales 21,627 year 4,310 Pounds improved improved ready-to-assemble acknowledged inability 2020 allocation came owner concept passion passion floating floating experiences from 2009 schools several-year-period DNC 2055 2055 2009/10 ratio Operating schools 10,700 published PayPal concept 2018/2019 inability"
20230317_022624,statista,concadia,5,1661.jpg,graph," FGM is mostly found in what Gerry Mackie called an ""intriguingly contiguous"" zone in Africaeast to west from Somalia to Senegal, and north to south from Egypt to Tanzania. Nationally representative figures are available for 27 countries in Africa, as well as Indonesia, Iraqi Kurdistan and Yemen. Over 200 million women and girls are thought to be living with FGM in those 30 countries.","depicts Eni Pounds Pounds improved improved improved Pounds improved owner pesos owner at ? 81 from academic ratio wear Sonyâ€™s 2055 2055 2009/10 ratio for schools deceptively More Wild lacks lacks 16 source Zimmerman teacher According Despite password Sonyâ€™s 14,030 password Zimmerman 14,030 30.32 30.32 owner schools set Sources entail expectations"
20230317_022624,statista,concadia,5,1961.jpg,Population graph," The Census and Statistics Department estimated Hong Kong's population at 7,482,500 in mid-2019. The overwhelming majority (92 per cent) is Han Chinese, most of whom are Taishanese, Teochew, Hakka, and a number of other Cantonese peoples. The remaining eight per cent are non-ethnic Chinese minorities, primarily Filipinos, Indonesians, and South Asians. About half the population have some form of British nationality, a legacy of colonial rule; 3.4million residents have British National (Overseas) status, and 260,000 British citizens live in the territory. The vast majority also hold Chinese nationality, automatically granted to all ethnic Chinese residents at the transfer of sovereignty. Headline population density of about 6,800 people/km2 does not reflect true densities since only 6.9% of land is residential, the residential average population density calculates closer to a highly cramped 100,000/km2.","the pupil to ratio mining schools 30s Paid notes ratio mining schools ratio primary 216 Hover 1,845 ? ratio 2019/20 . there dossier Carnegie 33.8 31.7 issuing Hover floating passion passion floating experiences floating passion from academic dishwashers Sonyâ€™s Sonyâ€™s Sonyâ€™s entail expectations 2055 2055 came passion passion from 2009 schools"
20230317_022624,statista,concadia,5,2158.jpg,A graph of attenuation coefficient vs. energy between 1meV and 100keV for several photon scattering mechanisms.," Apart from traditional applications, iron is also used for protection from ionizing radiation. Although it is lighter than another traditional protection material, lead, it is much stronger mechanically. The attenuation of radiation as a function of energy is shown in the graph.","depicts Eni 180 Paid notes 11.72 concept Sweden 64.5 645.88 petrol petrol shows 2009/10 Indian 14,030 teacher 364 conspiracy entail 2055 expectations 2055 2055 2055 Principality ) entail 2055 2009/10 Have ratio for schools reliance cryptomining LG decile hectares experiences reveal from depicts for schools month aisle travels 11.72 concept 16"
20230317_022624,statista,concadia,5,2475.jpg,Line graph of yearly growth," Karnataka had an estimated GSDP (Gross State Domestic Product) of about US$115.86billion in the 201415 fiscal year. The state registered a GSDP growth rate of 7% for the year 20142015. Karnataka's contribution to India's GDP in the year 201415 was 7.54%. With GDP growth of 17.59% and per capita GDP growth of 16.04%, Karnataka is on the 6th position among all states and union territories. In an employment survey conducted for the year 20132014, the unemployment rate in Karnataka was 1.8% compared to the national rate of 4.9%. A BloombergQuint article argues Karnataka to be India's most prosperous state citing many reasons.In 20112012, Karnataka had an estimated poverty ratio of 20.91% compared to the national ratio of 21.92%.","the pupil to ratio Indians influential influential schools protection Pounds Pounds improved owner schools exceeded 19.14 aisle Sonyâ€™s expectations 2055 2055 2009/10 protection aisle Paid More 6,075 Madness floating passion experiences from 2009 influential schools far ? ratio 2019/20 2019 2055 suicide 2009/10 made acknowledged 2020 Indians influential concept 16 extreme"
20230317_022624,statista,concadia,5,2476.jpg,Pie chart of economy sectors," Since the 1980s, Karnataka has emerged as the pan-Indian leader in the field of IT (information technology). In 2007, there were nearly 2,000 firms operating in Karnataka. Many of them, including two of India's biggest software firms, Infosys and Wipro, are also headquartered in the state. Exports from these firms exceeded 500 billion (equivalent to 1.3trillion or US$18billion in 2019) in 200607, accounting for nearly 38% of all IT exports from India. The Nandi Hills area in the outskirts of Devanahalli is the site of the upcoming $22billion, 50km2 BIAL IT Investment Region, one of the largest infrastructure projects in the history of Karnataka. All this has earned the state capital, Bangalore, the sobriquet Silicon Valley of India.","the pupil to ratio Indians schools days 58.79 Your Your 30.32 30.32 Pounds Pounds owner schools nut expectations Pounds Campaign hatchback detections Asia-Pacific passion improved experiences owner schools 5.15 superpower password passion passion password floating passion passion passion from Scanwell teacher ratio 281 schools drug-related tricked collections schools 4,310 Pounds owner"
20230317_022624,statista,concadia,5,2612.jpg,"A line chart of many lines, some longer than other, most generally growing towards its right"," As of 2014, production of lead is increasing worldwide due to its use in leadacid batteries. There are two major categories of production: primary from mined ores, and secondary from scrap. In 2014, 4.58million metric tons came from primary production and 5.64million from secondary production. The top three producers of mined lead concentrate in that year were China, Australia, and the United States. The top three producers of refined lead were China, the United States, and India. According to the International Resource Panel's Metal Stocks in Society report of 2010, the total amount of lead in use, stockpiled, discarded, or dissipated into the environment, on a global basis, is 8kg per capita. Much of this is in more developed countries (20150kg per capita) rather than less developed ones (14kg per capita).","the pupil to ratio drug-related October Pounds Paid owner concept Paid representatives 30.32 Paid representatives 30.32 Pounds hatchback Pounds detections Asia-Pacific Sweden owner schools on password 14,030 30.32 aisle experiences ? laboratory-confirmed passion passion ? 22.38 experiences from academic undergraduate 2055 2055 jobseeker 30s 30.32 violation Independence Independence Paid representatives Pounds"
20230317_022624,statista,concadia,5,2638.jpg,"A graph with seven columns labeled 0 to 6. The 0 column is ""exclusively heterosexual"" and is shown completely white. A gradient line showing the varying degrees of bisexual responses starts at the beginning of column 1 and rises to the end of column 5. Column 6 is ""exclusively homosexual"" and is shown filled with the color blue."," The most extensive early study of female homosexuality was provided by the Institute for Sex Research, who published an in-depth report of the sexual experiences of American women in 1953. More than 8,000 women were interviewed by Alfred Kinsey and the staff of the Institute for Sex Research in a book titled Sexual Behavior in the Human Female, popularly known as part of the Kinsey Report. The Kinsey Report's dispassionate discussion of homosexuality as a form of human sexual behavior was revolutionary. Up to this study, only physicians and psychiatrists studied sexual behavior, and almost always the results were interpreted with a moral view.","the pupil to ratio 2023 influential influential schools protection residence Bodies 30.32 Paid Paid representatives Pounds Pounds Indian Zimmerman 14,030 ? 4,310 Pounds improved improved owner schools party Co. floating password floating floating floating floating experiences from Scanwell 2018/2019 teacher operating 77.7 profitability 88.9 2009/10 ratio 2023 influential influential 2020 State/ISIS"
20230317_022624,statista,concadia,5,2646.jpg,A graph of the logarithm function and a line touching it in one point.," Analytic properties of functions pass to their inverses. Thus, as f(x) = bx is a continuous and differentiable function, so is logby. Roughly, a continuous function is differentiable if its graph has no sharp ""corners"". Moreover, as the derivative of f(x) evaluates to ln(b)bx by the properties of the exponential function, the chain rule implies that the derivative of logbx is given by",the pupil to ratio primary super Paid ? ratio 2019/20 . ? 12.2 2055 Campaign Sonyâ€™s expectations floating experiences experiences Campaign passion experiences experiences password password Zimmerman Carnegie passion experiences Campaign experiences flawed passion entail 30.32 floating passion from academic 12.2 2009/10 Italy lacks using 6.32 ready-to-assemble 77.7 inability inability inability
20230317_022624,statista,concadia,5,2651.jpg,"A graph of the value of one mark over time. The line showing its value is increasing very quickly, even with logarithmic scale."," Scientific quantities are often expressed as logarithms of other quantities, using a logarithmic scale. For example, the decibel is a unit of measurement associated with logarithmic-scale quantities. It is based on the common logarithm of ratios10 times the common logarithm of a power ratio or 20 times the common logarithm of a voltage ratio. It is used to quantify the loss of voltage levels in transmitting electrical signals, to describe power levels of sounds in acoustics, and the absorbance of light in the fields of spectrometry and optics. The signal-to-noise ratio describing the amount of unwanted noise in relation to a (meaningful) signal is also measured in decibels. In a similar vein, the peak signal-to-noise ratio is commonly used to assess the quality of sound and image compression methods using the logarithm.","the pupil to ratio late schools steady Riyadh Club entail entail Paid ? ratio 2019/20 2019 Sweden any shows offering Bodies Bloomberg Bloomberg Bloomberg there ratio Yankees inability 31.7 supreme 13.42 Your Hover 1,845 31.7 186 entail 101.6 Hover experiences experiences factories passion ready-to-assemble accruals 1,845 floating floating passion experiences experiences"
20230317_022624,statista,concadia,5,2653.jpg,"A bar chart and a superimposed second chart. The two differ slightly, but both decrease in a similar fashion."," Logarithms arise in probability theory: the law of large numbers dictates that, for a fair coin, as the number of coin-tosses increases to infinity, the observed proportion of heads approaches one-half. The fluctuations of this proportion about one-half are described by the law of the iterated logarithm.","the pupil to ratio Indians debris Sweden right 487,271 petrol shows segment late concept Pounds owner schools in 2009/10 Primary is passion experiences experiences Primary around password password passion experiences Campaign floating experiences Campaign floating passion experiences experiences Campaign Primary Just experiences experiences from academic 2016/17 Sonyâ€™s Sonyâ€™s entail 2055 2009/10"
20230317_022624,statista,concadia,5,2809.jpg,Population graph," The Statistics and Census Service estimated Macau's population at 667,400 at the end of 2018. With a population density of 21,340 people per square kilometre, Macau is the most densely populated region in the world. The overwhelming majority (88.7 per cent) are Chinese, many of whom originate from Guangdong (31.9 per cent) or Fujian (5.9 per cent). The remaining 11.6 per cent are non-ethnic Chinese minorities, primarily Filipinos (4.6 per cent), Vietnamese (2.4 per cent), and Portuguese (1.8 per cent). Several thousand residents are of Macanese heritage, native-born multiracial people with mixed Portuguese ancestry. Of the total population (excluding migrants), 49.4 per cent were born in Macau, followed by 43.1 per cent in Mainland China. A large portion of the population are Portuguese citizens, a legacy of colonial rule; at the time of the transfer of sovereignty in 1999, 107,000 residents held Portuguese passports.",the pupil to ratio mining schools ratio 2.41 Paleozoic sufficiently Paid liberation Artioli 2018/2019 teacher been Pounds Pounds improved owner influential influential schools contains Liberation 2009/10 contagion Club 2055 2009/10 2020 operating or schools She Paid notes mid-1900s 19.8 entail 2055 15.82 passion passion Sonyâ€™s Sonyâ€™s passion experiences experiences Primary occurred
20230317_022624,statista,concadia,5,3162.jpg,A graph of ionization energy vs. atomic number showing sharp peaks for the noble gas atoms.," The noble gas atoms, like atoms in most groups, increase steadily in atomic radius from one period to the next due to the increasing number of electrons. The size of the atom is related to several properties. For example, the ionization potential decreases with an increasing radius because the valence electrons in the larger noble gases are farther away from the nucleus and are therefore not held as tightly together by the atom. Noble gases have the largest ionization potential among the elements of each period, which reflects the stability of their electron configuration and is related to their relative lack of chemical reactivity. Some of the heavier noble gases, however, have ionization potentials small enough to be comparable to those of other elements and molecules. It was the insight that xenon has an ionization potential similar to that of the oxygen molecule that led Bartlett to attempt oxidizing xenon using platinum hexafluoride, an oxidizing agent known to be strong enough to react with oxygen. Noble gases cannot accept an electron to form stable anions; that is, they have a negative electron affinity.","depicts Eni Pounds Pounds improved detections 31.7 31.7 71.9 Pounds Pounds owner schools sectorâ€¯are expectations 1,845 30.32 Pounds detections Bhd inability 2020 Increased Hover Sonyâ€™s passion experiences experiences experiences Campaign Campaign ? designing floating floating password floating passion experiences experiences Primary Primary 71.14 passion passion experiences experiences Primary from academic in"
20230317_022624,statista,concadia,5,3299.jpg,A graph showing time evolution of oxygen pressure on Earth; the pressure increases from zero to 0.2 atmospheres.," Free oxygen gas was almost nonexistent in Earth's atmosphere before photosynthetic archaea and bacteria evolved, probably about 3.5 billion years ago. Free oxygen first appeared in significant quantities during the Paleoproterozoic eon (between 3.0 and 2.3 billion years ago). Even if there was much dissolved iron in the oceans when oxygenic photosynthesis was getting more common, it appears the banded iron formations were created by anoxyenic or micro-aerophilic iron-oxidizing bacteria which dominated the deeper areas of the photic zone, while oxygen-producing cyanobacteria covered the shallows. Free oxygen began to outgas from the oceans 32.7billion years ago, reaching 10% of its present level around 1.7billion years ago.",the pupil to ratio primary 2.41 concept geared You Paid 30.32 30.32 Pounds owner ? 1.45 detections Riyadh Bhd inability inability 2020 516 extremist 30.32 ready-to-assemble Ambani 31.7 DNC 31.7 between aisle Pounds ready-to-assemble Pounds improved detections owner concept percentage password password Zimmerman passion experiences from education 16 working several-year-period acquire
20230317_022624,statista,concadia,5,3720.jpg,"Figure 5. Graph of the difference between Vieta's approximation for the smaller of the two roots of the quadratic equation x squared plus b x plus c equals zero compared with the value calculated using the quadratic formula. The difference is plotted as a function of b for two different values of c, c equals 4, and c equals 400,000. The graph is a log log graph, with the vertical axis, the difference, ranging from ten to the minus 13 at the bottom to ten to the minus 1 at the top. The horizontal axis, b, ranges from 10 at the left to ten to the eighth at the right. Vieta's approximation for the smaller root is not accurate for small b but is accurate for large b. The direct evaluation of the smaller root using the quadratic formula is accurate for small b with roots of comparable value, but experiences loss of significance errors for large b and widely spaced roots. When c equals 4, Vieta's approximation starts off poorly at the left, but gets better with larger b, the difference between Vieta's approximation and the quadratic formula reaching a minimum at approximately b equals ten to the fifth. Vieta's approximation and the quadratic formula then start diverging again because the quadratic formula experiences loss of significance error. When c equals four hundred thousand, the difference between Vieta's approximation and the quadratic formula reaches a minimum at approximately b equals ten to the seventh. The curves are both straight to the left of the minimum, indicating a simple monomial power relationship between the difference and b. Likewise, the curves are both approximately straight to the right of the minimum, indicating a power relationship, except that the straight lines have squiggles in them due to the loss of significance errors in the quadratic formula."," Vieta's formulas give a simple relation between the roots of a polynomial and its coefficients.  The roots x1,x2{\displaystyle x_{1},x_{2}} of the quadratic polynomial P(x)=ax2+bx+c{\displaystyle P(x)=ax^{2}+bx+c} satisfy","the pupil to ratio 2017 schools 4,310 Pounds ? Nations detections Bhd 31.7 inability Bhd Bhd Riyadh inability inability pneumonia aisle 2055 cancelled published attached 2055 2055 entail 2055 Difference Sonyâ€™s entail experiences Campaign Campaign Club ) experience 14,030 2018/2019 2018/2019 31.7 While passion experiences from academic Agrium expectations 2055 2009/10"
